# An edibble: 2,400 x 5
       participant   block    trial     selection       interface
           <U(12)> <U(60)> <U(240)>      <U(~2k)>          <T(4)>
             <chr>   <chr>    <chr>         <chr>           <chr>
2176 participant11 block55 trial218 selection2176 mouseringdouble
2177 participant11 block55 trial218 selection2177 mouseringdouble
2178 participant11 block55 trial218 selection2178 mouseringdouble
2179 participant11 block55 trial218 selection2179 mouseringdouble
2180 participant11 block55 trial218 selection2180 mouseringdouble
2181 participant11 block55 trial219 selection2181        airmouse
2182 participant11 block55 trial219 selection2182        airmouse
2183 participant11 block55 trial219 selection2183        airmouse
2184 participant11 block55 trial219 selection2184        airmouse
2185 participant11 block55 trial219 selection2185        airmouse
2186 participant11 block55 trial219 selection2186        airmouse
2187 participant11 block55 trial219 selection2187        airmouse
2188 participant11 block55 trial219 selection2188        airmouse
2189 participant11 block55 trial219 selection2189        airmouse
2190 participant11 block55 trial219 selection2190        airmouse
2191 participant11 block55 trial220 selection2191        touchpad
2192 participant11 block55 trial220 selection2192        touchpad
2193 participant11 block55 trial220 selection2193        touchpad
2194 participant11 block55 trial220 selection2194        touchpad
2195 participant11 block55 trial220 selection2195        touchpad
2196 participant11 block55 trial220 selection2196        touchpad
2197 participant11 block55 trial220 selection2197        touchpad
2198 participant11 block55 trial220 selection2198        touchpad
2199 participant11 block55 trial220 selection2199        touchpad
2200 participant11 block55 trial220 selection2200        touchpad
2201 participant12 block56 trial221 selection2201 mouseringdouble
2202 participant12 block56 trial221 selection2202 mouseringdouble
2203 participant12 block56 trial221 selection2203 mouseringdouble
2204 participant12 block56 trial221 selection2204 mouseringdouble
2205 participant12 block56 trial221 selection2205 mouseringdouble
2206 participant12 block56 trial221 selection2206 mouseringdouble
2207 participant12 block56 trial221 selection2207 mouseringdouble
2208 participant12 block56 trial221 selection2208 mouseringdouble
2209 participant12 block56 trial221 selection2209 mouseringdouble
2210 participant12 block56 trial221 selection2210 mouseringdouble
2211 participant12 block56 trial222 selection2211        airmouse
2212 participant12 block56 trial222 selection2212        airmouse
2213 participant12 block56 trial222 selection2213        airmouse
2214 participant12 block56 trial222 selection2214        airmouse
2215 participant12 block56 trial222 selection2215        airmouse
2216 participant12 block56 trial222 selection2216        airmouse
2217 participant12 block56 trial222 selection2217        airmouse
2218 participant12 block56 trial222 selection2218        airmouse
2219 participant12 block56 trial222 selection2219        airmouse
2220 participant12 block56 trial222 selection2220        airmouse
2221 participant12 block56 trial223 selection2221 mouseringsingle
2222 participant12 block56 trial223 selection2222 mouseringsingle
2223 participant12 block56 trial223 selection2223 mouseringsingle
2224 participant12 block56 trial223 selection2224 mouseringsingle
2225 participant12 block56 trial223 selection2225 mouseringsingle
2226 participant12 block56 trial223 selection2226 mouseringsingle
2227 participant12 block56 trial223 selection2227 mouseringsingle
2228 participant12 block56 trial223 selection2228 mouseringsingle
2229 participant12 block56 trial223 selection2229 mouseringsingle
2230 participant12 block56 trial223 selection2230 mouseringsingle
2231 participant12 block56 trial224 selection2231        touchpad
2232 participant12 block56 trial224 selection2232        touchpad
2233 participant12 block56 trial224 selection2233        touchpad
2234 participant12 block56 trial224 selection2234        touchpad
2235 participant12 block56 trial224 selection2235        touchpad
2236 participant12 block56 trial224 selection2236        touchpad
2237 participant12 block56 trial224 selection2237        touchpad
2238 participant12 block56 trial224 selection2238        touchpad
2239 participant12 block56 trial224 selection2239        touchpad
2240 participant12 block56 trial224 selection2240        touchpad
2241 participant12 block57 trial225 selection2241        airmouse
2242 participant12 block57 trial225 selection2242        airmouse
2243 participant12 block57 trial225 selection2243        airmouse
2244 participant12 block57 trial225 selection2244        airmouse
2245 participant12 block57 trial225 selection2245        airmouse
2246 participant12 block57 trial225 selection2246        airmouse
2247 participant12 block57 trial225 selection2247        airmouse
2248 participant12 block57 trial225 selection2248        airmouse
2249 participant12 block57 trial225 selection2249        airmouse
2250 participant12 block57 trial225 selection2250        airmouse
2251 participant12 block57 trial226 selection2251 mouseringsingle
2252 participant12 block57 trial226 selection2252 mouseringsingle
2253 participant12 block57 trial226 selection2253 mouseringsingle
2254 participant12 block57 trial226 selection2254 mouseringsingle
2255 participant12 block57 trial226 selection2255 mouseringsingle
2256 participant12 block57 trial226 selection2256 mouseringsingle
2257 participant12 block57 trial226 selection2257 mouseringsingle
2258 participant12 block57 trial226 selection2258 mouseringsingle
2259 participant12 block57 trial226 selection2259 mouseringsingle
2260 participant12 block57 trial226 selection2260 mouseringsingle
2261 participant12 block57 trial227 selection2261 mouseringdouble
2262 participant12 block57 trial227 selection2262 mouseringdouble
2263 participant12 block57 trial227 selection2263 mouseringdouble
2264 participant12 block57 trial227 selection2264 mouseringdouble
2265 participant12 block57 trial227 selection2265 mouseringdouble
2266 participant12 block57 trial227 selection2266 mouseringdouble
2267 participant12 block57 trial227 selection2267 mouseringdouble
2268 participant12 block57 trial227 selection2268 mouseringdouble
2269 participant12 block57 trial227 selection2269 mouseringdouble
2270 participant12 block57 trial227 selection2270 mouseringdouble
2271 participant12 block57 trial228 selection2271        touchpad
2272 participant12 block57 trial228 selection2272        touchpad
2273 participant12 block57 trial228 selection2273        touchpad
2274 participant12 block57 trial228 selection2274        touchpad
2275 participant12 block57 trial228 selection2275        touchpad
2276 participant12 block57 trial228 selection2276        touchpad
2277 participant12 block57 trial228 selection2277        touchpad
2278 participant12 block57 trial228 selection2278        touchpad
2279 participant12 block57 trial228 selection2279        touchpad
2280 participant12 block57 trial228 selection2280        touchpad
2281 participant12 block58 trial229 selection2281 mouseringsingle
2282 participant12 block58 trial229 selection2282 mouseringsingle
2283 participant12 block58 trial229 selection2283 mouseringsingle
2284 participant12 block58 trial229 selection2284 mouseringsingle
2285 participant12 block58 trial229 selection2285 mouseringsingle
2286 participant12 block58 trial229 selection2286 mouseringsingle
2287 participant12 block58 trial229 selection2287 mouseringsingle
2288 participant12 block58 trial229 selection2288 mouseringsingle
2289 participant12 block58 trial229 selection2289 mouseringsingle
2290 participant12 block58 trial229 selection2290 mouseringsingle
2291 participant12 block58 trial230 selection2291        touchpad
2292 participant12 block58 trial230 selection2292        touchpad
2293 participant12 block58 trial230 selection2293        touchpad
2294 participant12 block58 trial230 selection2294        touchpad
2295 participant12 block58 trial230 selection2295        touchpad
2296 participant12 block58 trial230 selection2296        touchpad
2297 participant12 block58 trial230 selection2297        touchpad
2298 participant12 block58 trial230 selection2298        touchpad
2299 participant12 block58 trial230 selection2299        touchpad
2300 participant12 block58 trial230 selection2300        touchpad
2301 participant12 block58 trial231 selection2301        airmouse
2302 participant12 block58 trial231 selection2302        airmouse
2303 participant12 block58 trial231 selection2303        airmouse
2304 participant12 block58 trial231 selection2304        airmouse
2305 participant12 block58 trial231 selection2305        airmouse
2306 participant12 block58 trial231 selection2306        airmouse
2307 participant12 block58 trial231 selection2307        airmouse
2308 participant12 block58 trial231 selection2308        airmouse
2309 participant12 block58 trial231 selection2309        airmouse
2310 participant12 block58 trial231 selection2310        airmouse
2311 participant12 block58 trial232 selection2311 mouseringdouble
2312 participant12 block58 trial232 selection2312 mouseringdouble
2313 participant12 block58 trial232 selection2313 mouseringdouble
2314 participant12 block58 trial232 selection2314 mouseringdouble
2315 participant12 block58 trial232 selection2315 mouseringdouble
2316 participant12 block58 trial232 selection2316 mouseringdouble
2317 participant12 block58 trial232 selection2317 mouseringdouble
2318 participant12 block58 trial232 selection2318 mouseringdouble
2319 participant12 block58 trial232 selection2319 mouseringdouble
2320 participant12 block58 trial232 selection2320 mouseringdouble
2321 participant12 block59 trial233 selection2321 mouseringdouble
2322 participant12 block59 trial233 selection2322 mouseringdouble
2323 participant12 block59 trial233 selection2323 mouseringdouble
2324 participant12 block59 trial233 selection2324 mouseringdouble
2325 participant12 block59 trial233 selection2325 mouseringdouble
2326 participant12 block59 trial233 selection2326 mouseringdouble
2327 participant12 block59 trial233 selection2327 mouseringdouble
2328 participant12 block59 trial233 selection2328 mouseringdouble
2329 participant12 block59 trial233 selection2329 mouseringdouble
2330 participant12 block59 trial233 selection2330 mouseringdouble
2331 participant12 block59 trial234 selection2331 mouseringsingle
2332 participant12 block59 trial234 selection2332 mouseringsingle
2333 participant12 block59 trial234 selection2333 mouseringsingle
2334 participant12 block59 trial234 selection2334 mouseringsingle
2335 participant12 block59 trial234 selection2335 mouseringsingle
2336 participant12 block59 trial234 selection2336 mouseringsingle
2337 participant12 block59 trial234 selection2337 mouseringsingle
2338 participant12 block59 trial234 selection2338 mouseringsingle
2339 participant12 block59 trial234 selection2339 mouseringsingle
2340 participant12 block59 trial234 selection2340 mouseringsingle
2341 participant12 block59 trial235 selection2341        airmouse
2342 participant12 block59 trial235 selection2342        airmouse
2343 participant12 block59 trial235 selection2343        airmouse
2344 participant12 block59 trial235 selection2344        airmouse
2345 participant12 block59 trial235 selection2345        airmouse
2346 participant12 block59 trial235 selection2346        airmouse
2347 participant12 block59 trial235 selection2347        airmouse
2348 participant12 block59 trial235 selection2348        airmouse
2349 participant12 block59 trial235 selection2349        airmouse
2350 participant12 block59 trial235 selection2350        airmouse
2351 participant12 block59 trial236 selection2351        touchpad
2352 participant12 block59 trial236 selection2352        touchpad
2353 participant12 block59 trial236 selection2353        touchpad
2354 participant12 block59 trial236 selection2354        touchpad
2355 participant12 block59 trial236 selection2355        touchpad
2356 participant12 block59 trial236 selection2356        touchpad
2357 participant12 block59 trial236 selection2357        touchpad
2358 participant12 block59 trial236 selection2358        touchpad
2359 participant12 block59 trial236 selection2359        touchpad
2360 participant12 block59 trial236 selection2360        touchpad
2361 participant12 block60 trial237 selection2361 mouseringsingle
2362 participant12 block60 trial237 selection2362 mouseringsingle
2363 participant12 block60 trial237 selection2363 mouseringsingle
2364 participant12 block60 trial237 selection2364 mouseringsingle
2365 participant12 block60 trial237 selection2365 mouseringsingle
2366 participant12 block60 trial237 selection2366 mouseringsingle
2367 participant12 block60 trial237 selection2367 mouseringsingle
2368 participant12 block60 trial237 selection2368 mouseringsingle
2369 participant12 block60 trial237 selection2369 mouseringsingle
2370 participant12 block60 trial237 selection2370 mouseringsingle
2371 participant12 block60 trial238 selection2371        airmouse
2372 participant12 block60 trial238 selection2372        airmouse
2373 participant12 block60 trial238 selection2373        airmouse
2374 participant12 block60 trial238 selection2374        airmouse
2375 participant12 block60 trial238 selection2375        airmouse
2376 participant12 block60 trial238 selection2376        airmouse
2377 participant12 block60 trial238 selection2377        airmouse
2378 participant12 block60 trial238 selection2378        airmouse
2379 participant12 block60 trial238 selection2379        airmouse
2380 participant12 block60 trial238 selection2380        airmouse
2381 participant12 block60 trial239 selection2381        touchpad
2382 participant12 block60 trial239 selection2382        touchpad
2383 participant12 block60 trial239 selection2383        touchpad
2384 participant12 block60 trial239 selection2384        touchpad
2385 participant12 block60 trial239 selection2385        touchpad
2386 participant12 block60 trial239 selection2386        touchpad
2387 participant12 block60 trial239 selection2387        touchpad
2388 participant12 block60 trial239 selection2388        touchpad
2389 participant12 block60 trial239 selection2389        touchpad
2390 participant12 block60 trial239 selection2390        touchpad
2391 participant12 block60 trial240 selection2391 mouseringdouble
2392 participant12 block60 trial240 selection2392 mouseringdouble
2393 participant12 block60 trial240 selection2393 mouseringdouble
2394 participant12 block60 trial240 selection2394 mouseringdouble
2395 participant12 block60 trial240 selection2395 mouseringdouble
2396 participant12 block60 trial240 selection2396 mouseringdouble
2397 participant12 block60 trial240 selection2397 mouseringdouble
2398 participant12 block60 trial240 selection2398 mouseringdouble
2399 participant12 block60 trial240 selection2399 mouseringdouble
2400 participant12 block60 trial240 selection2400 mouseringdouble
