# An edibble: 7,200 x 6
       participant    block     trial      rep            input    page
           <U(12)> <U(144)>  <U(~1k)> <U(~7k)>          <T(12)> <T(10)>
             <chr>    <chr>     <chr>    <chr>            <chr>   <chr>
 450 participant01 block009 trial0090  rep0450        airmouse1  page05
 451 participant01 block010 trial0091  rep0451 mouseringsingle4  page05
 452 participant01 block010 trial0091  rep0452 mouseringsingle4  page05
 453 participant01 block010 trial0091  rep0453 mouseringsingle4  page05
 454 participant01 block010 trial0091  rep0454 mouseringsingle4  page05
 455 participant01 block010 trial0091  rep0455 mouseringsingle4  page05
 456 participant01 block010 trial0092  rep0456 mouseringsingle4  page01
 457 participant01 block010 trial0092  rep0457 mouseringsingle4  page01
 458 participant01 block010 trial0092  rep0458 mouseringsingle4  page01
 459 participant01 block010 trial0092  rep0459 mouseringsingle4  page01
 460 participant01 block010 trial0092  rep0460 mouseringsingle4  page01
 461 participant01 block010 trial0093  rep0461 mouseringsingle4  page06
 462 participant01 block010 trial0093  rep0462 mouseringsingle4  page06
 463 participant01 block010 trial0093  rep0463 mouseringsingle4  page06
 464 participant01 block010 trial0093  rep0464 mouseringsingle4  page06
 465 participant01 block010 trial0093  rep0465 mouseringsingle4  page06
 466 participant01 block010 trial0094  rep0466 mouseringsingle4  page09
 467 participant01 block010 trial0094  rep0467 mouseringsingle4  page09
 468 participant01 block010 trial0094  rep0468 mouseringsingle4  page09
 469 participant01 block010 trial0094  rep0469 mouseringsingle4  page09
 470 participant01 block010 trial0094  rep0470 mouseringsingle4  page09
 471 participant01 block010 trial0095  rep0471 mouseringsingle4  page07
 472 participant01 block010 trial0095  rep0472 mouseringsingle4  page07
 473 participant01 block010 trial0095  rep0473 mouseringsingle4  page07
 474 participant01 block010 trial0095  rep0474 mouseringsingle4  page07
 475 participant01 block010 trial0095  rep0475 mouseringsingle4  page07
 476 participant01 block010 trial0096  rep0476 mouseringsingle4  page08
 477 participant01 block010 trial0096  rep0477 mouseringsingle4  page08
 478 participant01 block010 trial0096  rep0478 mouseringsingle4  page08
 479 participant01 block010 trial0096  rep0479 mouseringsingle4  page08
 480 participant01 block010 trial0096  rep0480 mouseringsingle4  page08
 481 participant01 block010 trial0097  rep0481 mouseringsingle4  page10
 482 participant01 block010 trial0097  rep0482 mouseringsingle4  page10
 483 participant01 block010 trial0097  rep0483 mouseringsingle4  page10
 484 participant01 block010 trial0097  rep0484 mouseringsingle4  page10
 485 participant01 block010 trial0097  rep0485 mouseringsingle4  page10
 486 participant01 block010 trial0098  rep0486 mouseringsingle4  page04
 487 participant01 block010 trial0098  rep0487 mouseringsingle4  page04
 488 participant01 block010 trial0098  rep0488 mouseringsingle4  page04
 489 participant01 block010 trial0098  rep0489 mouseringsingle4  page04
 490 participant01 block010 trial0098  rep0490 mouseringsingle4  page04
 491 participant01 block010 trial0099  rep0491 mouseringsingle4  page03
 492 participant01 block010 trial0099  rep0492 mouseringsingle4  page03
 493 participant01 block010 trial0099  rep0493 mouseringsingle4  page03
 494 participant01 block010 trial0099  rep0494 mouseringsingle4  page03
 495 participant01 block010 trial0099  rep0495 mouseringsingle4  page03
 496 participant01 block010 trial0100  rep0496 mouseringsingle4  page02
 497 participant01 block010 trial0100  rep0497 mouseringsingle4  page02
 498 participant01 block010 trial0100  rep0498 mouseringsingle4  page02
 499 participant01 block010 trial0100  rep0499 mouseringsingle4  page02
 500 participant01 block010 trial0100  rep0500 mouseringsingle4  page02
 501 participant01 block011 trial0101  rep0501 mouseringsingle1  page03
 502 participant01 block011 trial0101  rep0502 mouseringsingle1  page03
 503 participant01 block011 trial0101  rep0503 mouseringsingle1  page03
 504 participant01 block011 trial0101  rep0504 mouseringsingle1  page03
 505 participant01 block011 trial0101  rep0505 mouseringsingle1  page03
 506 participant01 block011 trial0102  rep0506 mouseringsingle1  page07
 507 participant01 block011 trial0102  rep0507 mouseringsingle1  page07
 508 participant01 block011 trial0102  rep0508 mouseringsingle1  page07
 509 participant01 block011 trial0102  rep0509 mouseringsingle1  page07
 510 participant01 block011 trial0102  rep0510 mouseringsingle1  page07
 511 participant01 block011 trial0103  rep0511 mouseringsingle1  page08
 512 participant01 block011 trial0103  rep0512 mouseringsingle1  page08
 513 participant01 block011 trial0103  rep0513 mouseringsingle1  page08
 514 participant01 block011 trial0103  rep0514 mouseringsingle1  page08
 515 participant01 block011 trial0103  rep0515 mouseringsingle1  page08
 516 participant01 block011 trial0104  rep0516 mouseringsingle1  page09
 517 participant01 block011 trial0104  rep0517 mouseringsingle1  page09
 518 participant01 block011 trial0104  rep0518 mouseringsingle1  page09
 519 participant01 block011 trial0104  rep0519 mouseringsingle1  page09
 520 participant01 block011 trial0104  rep0520 mouseringsingle1  page09
 521 participant01 block011 trial0105  rep0521 mouseringsingle1  page10
 522 participant01 block011 trial0105  rep0522 mouseringsingle1  page10
 523 participant01 block011 trial0105  rep0523 mouseringsingle1  page10
 524 participant01 block011 trial0105  rep0524 mouseringsingle1  page10
 525 participant01 block011 trial0105  rep0525 mouseringsingle1  page10
 526 participant01 block011 trial0106  rep0526 mouseringsingle1  page01
 527 participant01 block011 trial0106  rep0527 mouseringsingle1  page01
 528 participant01 block011 trial0106  rep0528 mouseringsingle1  page01
 529 participant01 block011 trial0106  rep0529 mouseringsingle1  page01
 530 participant01 block011 trial0106  rep0530 mouseringsingle1  page01
 531 participant01 block011 trial0107  rep0531 mouseringsingle1  page06
 532 participant01 block011 trial0107  rep0532 mouseringsingle1  page06
 533 participant01 block011 trial0107  rep0533 mouseringsingle1  page06
 534 participant01 block011 trial0107  rep0534 mouseringsingle1  page06
 535 participant01 block011 trial0107  rep0535 mouseringsingle1  page06
 536 participant01 block011 trial0108  rep0536 mouseringsingle1  page04
 537 participant01 block011 trial0108  rep0537 mouseringsingle1  page04
 538 participant01 block011 trial0108  rep0538 mouseringsingle1  page04
 539 participant01 block011 trial0108  rep0539 mouseringsingle1  page04
 540 participant01 block011 trial0108  rep0540 mouseringsingle1  page04
 541 participant01 block011 trial0109  rep0541 mouseringsingle1  page02
 542 participant01 block011 trial0109  rep0542 mouseringsingle1  page02
 543 participant01 block011 trial0109  rep0543 mouseringsingle1  page02
 544 participant01 block011 trial0109  rep0544 mouseringsingle1  page02
 545 participant01 block011 trial0109  rep0545 mouseringsingle1  page02
 546 participant01 block011 trial0110  rep0546 mouseringsingle1  page05
 547 participant01 block011 trial0110  rep0547 mouseringsingle1  page05
 548 participant01 block011 trial0110  rep0548 mouseringsingle1  page05
 549 participant01 block011 trial0110  rep0549 mouseringsingle1  page05
 550 participant01 block011 trial0110  rep0550 mouseringsingle1  page05
 551 participant01 block012 trial0111  rep0551 mouseringdouble2  page03
 552 participant01 block012 trial0111  rep0552 mouseringdouble2  page03
 553 participant01 block012 trial0111  rep0553 mouseringdouble2  page03
 554 participant01 block012 trial0111  rep0554 mouseringdouble2  page03
 555 participant01 block012 trial0111  rep0555 mouseringdouble2  page03
 556 participant01 block012 trial0112  rep0556 mouseringdouble2  page02
 557 participant01 block012 trial0112  rep0557 mouseringdouble2  page02
 558 participant01 block012 trial0112  rep0558 mouseringdouble2  page02
 559 participant01 block012 trial0112  rep0559 mouseringdouble2  page02
 560 participant01 block012 trial0112  rep0560 mouseringdouble2  page02
 561 participant01 block012 trial0113  rep0561 mouseringdouble2  page09
 562 participant01 block012 trial0113  rep0562 mouseringdouble2  page09
 563 participant01 block012 trial0113  rep0563 mouseringdouble2  page09
 564 participant01 block012 trial0113  rep0564 mouseringdouble2  page09
 565 participant01 block012 trial0113  rep0565 mouseringdouble2  page09
 566 participant01 block012 trial0114  rep0566 mouseringdouble2  page10
 567 participant01 block012 trial0114  rep0567 mouseringdouble2  page10
 568 participant01 block012 trial0114  rep0568 mouseringdouble2  page10
 569 participant01 block012 trial0114  rep0569 mouseringdouble2  page10
 570 participant01 block012 trial0114  rep0570 mouseringdouble2  page10
 571 participant01 block012 trial0115  rep0571 mouseringdouble2  page01
 572 participant01 block012 trial0115  rep0572 mouseringdouble2  page01
 573 participant01 block012 trial0115  rep0573 mouseringdouble2  page01
 574 participant01 block012 trial0115  rep0574 mouseringdouble2  page01
 575 participant01 block012 trial0115  rep0575 mouseringdouble2  page01
 576 participant01 block012 trial0116  rep0576 mouseringdouble2  page06
 577 participant01 block012 trial0116  rep0577 mouseringdouble2  page06
 578 participant01 block012 trial0116  rep0578 mouseringdouble2  page06
 579 participant01 block012 trial0116  rep0579 mouseringdouble2  page06
 580 participant01 block012 trial0116  rep0580 mouseringdouble2  page06
 581 participant01 block012 trial0117  rep0581 mouseringdouble2  page04
 582 participant01 block012 trial0117  rep0582 mouseringdouble2  page04
 583 participant01 block012 trial0117  rep0583 mouseringdouble2  page04
 584 participant01 block012 trial0117  rep0584 mouseringdouble2  page04
 585 participant01 block012 trial0117  rep0585 mouseringdouble2  page04
 586 participant01 block012 trial0118  rep0586 mouseringdouble2  page07
 587 participant01 block012 trial0118  rep0587 mouseringdouble2  page07
 588 participant01 block012 trial0118  rep0588 mouseringdouble2  page07
 589 participant01 block012 trial0118  rep0589 mouseringdouble2  page07
 590 participant01 block012 trial0118  rep0590 mouseringdouble2  page07
 591 participant01 block012 trial0119  rep0591 mouseringdouble2  page05
 592 participant01 block012 trial0119  rep0592 mouseringdouble2  page05
 593 participant01 block012 trial0119  rep0593 mouseringdouble2  page05
 594 participant01 block012 trial0119  rep0594 mouseringdouble2  page05
 595 participant01 block012 trial0119  rep0595 mouseringdouble2  page05
 596 participant01 block012 trial0120  rep0596 mouseringdouble2  page08
 597 participant01 block012 trial0120  rep0597 mouseringdouble2  page08
 598 participant01 block012 trial0120  rep0598 mouseringdouble2  page08
 599 participant01 block012 trial0120  rep0599 mouseringdouble2  page08
 600 participant01 block012 trial0120  rep0600 mouseringdouble2  page08
 601 participant02 block013 trial0121  rep0601 mouseringdouble3  page09
 602 participant02 block013 trial0121  rep0602 mouseringdouble3  page09
 603 participant02 block013 trial0121  rep0603 mouseringdouble3  page09
 604 participant02 block013 trial0121  rep0604 mouseringdouble3  page09
 605 participant02 block013 trial0121  rep0605 mouseringdouble3  page09
 606 participant02 block013 trial0122  rep0606 mouseringdouble3  page02
 607 participant02 block013 trial0122  rep0607 mouseringdouble3  page02
 608 participant02 block013 trial0122  rep0608 mouseringdouble3  page02
 609 participant02 block013 trial0122  rep0609 mouseringdouble3  page02
 610 participant02 block013 trial0122  rep0610 mouseringdouble3  page02
 611 participant02 block013 trial0123  rep0611 mouseringdouble3  page05
 612 participant02 block013 trial0123  rep0612 mouseringdouble3  page05
 613 participant02 block013 trial0123  rep0613 mouseringdouble3  page05
 614 participant02 block013 trial0123  rep0614 mouseringdouble3  page05
 615 participant02 block013 trial0123  rep0615 mouseringdouble3  page05
 616 participant02 block013 trial0124  rep0616 mouseringdouble3  page04
 617 participant02 block013 trial0124  rep0617 mouseringdouble3  page04
 618 participant02 block013 trial0124  rep0618 mouseringdouble3  page04
 619 participant02 block013 trial0124  rep0619 mouseringdouble3  page04
 620 participant02 block013 trial0124  rep0620 mouseringdouble3  page04
 621 participant02 block013 trial0125  rep0621 mouseringdouble3  page08
 622 participant02 block013 trial0125  rep0622 mouseringdouble3  page08
 623 participant02 block013 trial0125  rep0623 mouseringdouble3  page08
 624 participant02 block013 trial0125  rep0624 mouseringdouble3  page08
